Date;Hour;Net Load
2023-02-13;4;4093.0
2023-02-13;5;3936.0
2023-02-13;6;4064.0
2023-02-13;7;4664.0
2023-02-13;8;5609.0
2023-02-13;9;5860.0
2023-02-13;10;5718.0
2023-02-13;11;5136.0
2023-02-13;12;4709.0
2023-02-13;13;4569.0
2023-02-13;14;4587.0
2023-02-13;15;4633.0
2023-02-13;16;4998.0
2023-02-13;17;5536.0
2023-02-13;18;6379.0
2023-02-13;19;7236.0
2023-02-13;20;7498.0
2023-02-13;21;7426.0
2023-02-13;22;6980.0
2023-02-13;23;6383.0
2023-02-13;24;5882.0
2023-02-14;1;5147.0
2023-02-14;2;4629.0
2023-02-14;3;4569.0
2023-02-14;4;4448.0
2023-02-14;5;4373.0
2023-02-14;6;4479.0
2023-02-14;7;5103.0
2023-02-14;8;5883.0
2023-02-14;9;5716.0
2023-02-14;10;5144.0
2023-02-14;11;4365.0
2023-02-14;12;3783.0
2023-02-14;13;3518.0
2023-02-14;14;3475.0
2023-02-14;15;3479.0
2023-02-14;16;4129.0
2023-02-14;17;5032.0
2023-02-14;18;6199.0
2023-02-14;19;7204.0
2023-02-14;20;7581.0
2023-02-14;21;7404.0
2023-02-14;22;6897.0
2023-02-14;23;6415.0
2023-02-14;24;5852.0
2023-02-15;1;5189.0
2023-02-15;2;4661.0
2023-02-15;3;4531.0
2023-02-15;4;4427.0
2023-02-15;5;4319.0
2023-02-15;6;4459.0
2023-02-15;7;4930.0
2023-02-15;8;5711.0
2023-02-15;9;5890.0
2023-02-15;10;5649.0
2023-02-15;11;5293.0
2023-02-15;12;5031.0
2023-02-15;13;4827.0
2023-02-15;14;4733.0
2023-02-15;15;4670.0
2023-02-15;16;5087.0
2023-02-15;17;5717.0
2023-02-15;18;6508.0
2023-02-15;19;7333.0
2023-02-15;20;7636.0
2023-02-15;21;7582.0
2023-02-15;22;7118.0
2023-02-15;23;6519.0
2023-02-15;24;5909.0
2023-02-16;1;5233.0
2023-02-16;2;4695.0
2023-02-16;3;4575.0
2023-02-16;4;4547.0
2023-02-16;5;4438.0
2023-02-16;6;4611.0
2023-02-16;7;5198.0
2023-02-16;8;6039.0
2023-02-16;9;5730.0
2023-02-16;10;5001.0
2023-02-16;11;4231.0
2023-02-16;12;3675.0
2023-02-16;13;3443.0
2023-02-16;14;3399.0
2023-02-16;15;3460.0
2023-02-16;16;3868.0
2023-02-16;17;4794.0
2023-02-16;18;6029.0
2023-02-16;19;7095.0
2023-02-16;20;7426.0
2023-02-16;21;7249.0
2023-02-16;22;6698.0
2023-02-16;23;6252.0
2023-02-16;24;5837.0
2023-02-17;1;5349.0
2023-02-17;2;4858.0
2023-02-17;3;4711.0
2023-02-17;4;4595.0
2023-02-17;5;4523.0
2023-02-17;6;4651.0
2023-02-17;7;5176.0
2023-02-17;8;5815.0
2023-02-17;9;5509.0
2023-02-17;10;4867.0
2023-02-17;11;4076.0
2023-02-17;12;3500.0
2023-02-17;13;3189.0
2023-02-17;14;3136.0
2023-02-17;15;3166.0
2023-02-17;16;3746.0
2023-02-17;17;4580.0
2023-02-17;18;5707.0
2023-02-17;19;6730.0
2023-02-17;20;7071.0
2023-02-17;21;6996.0
2023-02-17;22;6560.0
2023-02-17;23;6036.0
2023-02-17;24;5538.0
2023-02-18;1;5117.0
2023-02-18;2;4730.0
2023-02-18;3;4628.0
2023-02-18;4;4481.0
2023-02-18;5;4398.0
2023-02-18;6;4474.0
2023-02-18;7;4746.0
2023-02-18;8;4945.0
2023-02-18;9;4571.0
2023-02-18;10;3872.0
2023-02-18;11;3206.0
2023-02-18;12;2814.0
2023-02-18;13;2634.0
2023-02-18;14;2652.0
2023-02-18;15;2688.0
2023-02-18;16;3258.0
2023-02-18;17;4094.0
2023-02-18;18;5106.0
2023-02-18;19;6080.0
2023-02-18;20;6430.0
2023-02-18;21;6261.0
2023-02-18;22;5890.0
2023-02-18;23;5444.0
2023-02-18;24;5141.0
2023-02-19;1;4708.0
2023-02-19;2;4285.0
2023-02-19;3;4192.0
2023-02-19;4;4020.0
2023-02-19;5;3908.0
2023-02-19;6;3953.0
2023-02-19;7;4123.0
2023-02-19;8;4190.0
2023-02-19;9;3693.0
2023-02-19;10;2991.0
2023-02-19;11;2610.0
2023-02-19;12;2374.0
2023-02-19;13;2210.0
2023-02-19;14;2072.0
2023-02-19;15;2013.0
2023-02-19;16;2465.0
2023-02-19;17;3206.0
2023-02-19;18;4351.0
2023-02-19;19;5327.0
2023-02-19;20;5755.0
2023-02-19;21;5753.0
2023-02-19;22;5521.0
2023-02-19;23;5126.0
2023-02-19;24;4739.0
2023-02-20;1;4221.0
2023-02-20;2;3843.0
2023-02-20;3;3788.0
2023-02-20;4;3686.0
2023-02-20;5;3624.0
2023-02-20;6;3765.0
2023-02-20;7;4306.0
2023-02-20;8;4960.0
2023-02-20;9;4535.0
2023-02-20;10;3858.0
2023-02-20;11;3158.0
2023-02-20;12;2683.0
2023-02-20;13;2426.0
2023-02-20;14;2441.0
2023-02-20;15;2512.0
2023-02-20;16;2985.0
2023-02-20;17;3773.0
2023-02-20;18;4956.0
2023-02-20;19;6028.0
2023-02-20;20;6463.0
2023-02-20;21;6480.0
2023-02-20;22;6114.0
2023-02-20;23;5596.0
2023-02-20;24;5194.0
2023-02-21;1;4701.0
2023-02-21;2;4275.0
2023-02-21;3;4174.0
2023-02-21;4;4117.0
2023-02-21;5;4094.0
2023-02-21;6;4251.0
2023-02-21;7;4692.0
2023-02-21;8;5305.0
2023-02-21;9;4865.0
2023-02-21;10;3945.0
2023-02-21;11;3217.0
2023-02-21;12;2798.0
2023-02-21;13;2566.0
2023-02-21;14;2536.0
2023-02-21;15;2640.0
2023-02-21;16;3036.0
2023-02-21;17;3745.0
2023-02-21;18;4912.0
2023-02-21;19;5995.0
2023-02-21;20;6413.0
2023-02-21;21;6421.0
2023-02-21;22;6091.0
2023-02-21;23;5558.0
2023-02-21;24;5147.0
2023-02-22;1;4722.0
2023-02-22;2;4324.0
2023-02-22;3;4237.0
2023-02-22;4;4153.0
2023-02-22;5;4123.0
2023-02-22;6;4263.0
2023-02-22;7;4718.0
2023-02-22;8;5252.0
2023-02-22;9;4866.0
2023-02-22;10;4104.0
2023-02-22;11;3380.0
2023-02-22;12;2910.0
2023-02-22;13;2704.0
2023-02-22;14;2675.0
2023-02-22;15;2756.0
2023-02-22;16;3185.0
2023-02-22;17;3932.0
2023-02-22;18;5016.0
2023-02-22;19;5989.0
2023-02-22;20;6409.0
2023-02-22;21;6393.0
2023-02-22;22;6112.0
2023-02-22;23;5635.0
2023-02-22;24;5247.0
2023-02-23;1;4710.0
2023-02-23;2;4336.0
2023-02-23;3;4305.0
2023-02-23;4;4188.0
2023-02-23;5;4118.0
2023-02-23;6;4182.0
2023-02-23;7;4732.0
2023-02-23;8;5260.0
2023-02-23;9;5046.0
2023-02-23;10;4419.0
2023-02-23;11;3746.0
2023-02-23;12;3202.0
2023-02-23;13;2964.0
2023-02-23;14;2902.0
2023-02-23;15;3031.0
2023-02-23;16;3564.0
2023-02-23;17;4384.0
2023-02-23;18;5243.0
2023-02-23;19;6054.0
2023-02-23;20;6425.0
2023-02-23;21;6401.0
2023-02-23;22;6087.0
2023-02-23;23;5617.0
2023-02-23;24;5196.0
2023-02-24;1;4684.0
2023-02-24;2;4277.0
2023-02-24;3;4192.0
2023-02-24;4;4083.0
2023-02-24;5;4059.0
2023-02-24;6;4157.0
2023-02-24;7;4600.0
2023-02-24;8;5176.0
2023-02-24;9;5252.0
2023-02-24;10;4954.0
2023-02-24;11;4383.0
2023-02-24;12;3813.0
2023-02-24;13;3530.0
2023-02-24;14;3386.0
2023-02-24;15;3340.0
2023-02-24;16;3630.0
2023-02-24;17;4183.0
2023-02-24;18;5054.0
2023-02-24;19;5921.0
2023-02-24;20;6253.0
2023-02-24;21;6188.0
2023-02-24;22;5825.0
2023-02-24;23;5390.0
2023-02-24;24;4980.0
2023-02-25;1;4498.0
2023-02-25;2;4126.0
2023-02-25;3;4047.0
2023-02-25;4;3962.0
2023-02-25;5;3913.0
2023-02-25;6;3954.0
2023-02-25;7;4081.0
2023-02-25;8;4219.0
2023-02-25;9;4115.0
2023-02-25;10;3577.0
2023-02-25;11;2952.0
2023-02-25;12;2442.0
2023-02-25;13;2245.0
2023-02-25;14;2339.0
2023-02-25;15;2651.0
2023-02-25;16;3290.0
2023-02-25;17;3849.0
2023-02-25;18;4541.0
2023-02-25;19;5272.0
2023-02-25;20;5590.0
2023-02-25;21;5417.0
2023-02-25;22;5104.0
2023-02-25;23;4742.0
2023-02-25;24;4418.0
2023-02-26;1;4054.0
2023-02-26;2;3654.0
2023-02-26;3;3514.0
2023-02-26;4;3385.0
2023-02-26;5;3313.0
2023-02-26;6;3317.0
2023-02-26;7;3491.0
2023-02-26;8;3518.0
2023-02-26;9;3465.0
2023-02-26;10;3367.0
2023-02-26;11;3138.0
2023-02-26;12;3027.0
2023-02-26;13;2850.0
2023-02-26;14;2884.0
2023-02-26;15;2720.0
2023-02-26;16;3084.0
2023-02-26;17;3569.0
2023-02-26;18;3987.0
2023-02-26;19;4712.0
2023-02-26;20;5062.0
2023-02-26;21;4917.0
2023-02-26;22;4765.0
2023-02-26;23;4503.0
2023-02-26;24;4195.0
2023-02-27;1;3812.0
2023-02-27;2;3511.0
2023-02-27;3;3438.0
2023-02-27;4;3358.0
2023-02-27;5;3347.0
2023-02-27;6;3435.0
2023-02-27;7;3552.0
2023-02-27;8;3556.0
2023-02-27;9;3544.0
2023-02-27;10;3279.0
2023-02-27;11;2769.0
2023-02-27;12;2286.0
2023-02-27;13;2112.0
2023-02-27;14;2105.0
2023-02-27;15;2036.0
2023-02-27;16;2428.0
2023-02-27;17;3007.0
2023-02-27;18;3759.0
2023-02-27;19;4628.0
2023-02-27;20;5160.0
2023-02-27;21;5181.0
2023-02-27;22;4965.0
2023-02-27;23;4557.0
2023-02-27;24;4272.0
2023-03-01;1;4367.0
2023-03-01;2;4008.0
2023-03-01;3;3929.0
2023-03-01;4;3855.0
2023-03-01;5;3816.0
2023-03-01;6;3995.0
2023-03-01;7;4477.0
2023-03-01;8;4991.0
2023-03-01;9;5155.0
2023-03-01;10;5125.0
2023-03-01;11;4909.0
2023-03-01;12;4736.0
2023-03-01;13;4593.0
2023-03-01;14;4563.0
2023-03-01;15;4519.0
2023-03-01;16;4703.0
2023-03-01;17;4906.0
2023-03-01;18;5246.0
2023-03-01;19;5840.0
2023-03-01;20;6178.0
2023-03-01;21;6167.0
2023-03-01;22;5810.0
2023-03-01;23;5393.0
2023-03-01;24;4853.0
2023-03-02;1;4324.0
2023-03-02;2;4013.0
2023-03-02;3;3925.0
2023-03-02;4;3838.0
2023-03-02;5;3785.0
2023-03-02;6;3874.0
2023-03-02;7;4270.0
2023-03-02;8;4869.0
2023-03-02;9;5164.0
2023-03-02;10;5280.0
2023-03-02;11;5216.0
2023-03-02;12;5092.0
2023-03-02;13;5041.0
2023-03-02;14;5001.0
2023-03-02;15;5063.0
2023-03-02;16;5257.0
2023-03-02;17;5538.0
2023-03-02;18;5853.0
2023-03-02;19;6414.0
2023-03-02;20;6795.0
2023-03-02;21;6732.0
2023-03-02;22;6325.0
2023-03-02;23;5782.0
2023-03-02;24;5300.0
2023-03-03;1;4747.0
2023-03-03;2;4447.0
2023-03-03;3;4349.0
2023-03-03;4;4255.0
2023-03-03;5;4263.0
2023-03-03;6;4426.0
2023-03-03;7;4874.0
2023-03-03;8;5359.0
2023-03-03;9;5204.0
2023-03-03;10;4803.0
2023-03-03;11;4320.0
2023-03-03;12;4114.0
2023-03-03;13;3951.0
2023-03-03;14;3879.0
2023-03-03;15;3921.0
2023-03-03;16;4385.0
2023-03-03;17;4836.0
2023-03-03;18;5395.0
2023-03-03;19;6090.0
2023-03-03;20;6437.0
2023-03-03;21;6391.0
2023-03-03;22;6093.0
2023-03-03;23;5660.0
2023-03-03;24;5323.0
2023-03-04;1;4896.0
2023-03-04;2;4497.0
2023-03-04;3;4330.0
2023-03-04;4;4196.0
2023-03-04;5;4076.0
2023-03-04;6;4137.0
2023-03-04;7;4327.0
2023-03-04;8;4547.0
2023-03-04;9;4720.0
2023-03-04;10;4655.0
2023-03-04;11;4512.0
2023-03-04;12;4414.0
2023-03-04;13;4364.0
2023-03-04;14;4360.0
2023-03-04;15;4298.0
2023-03-04;16;4535.0
2023-03-04;17;4787.0
2023-03-04;18;5281.0
2023-03-04;19;5920.0
2023-03-04;20;6233.0
2023-03-04;21;6140.0
2023-03-04;22;5761.0
2023-03-04;23;5382.0
2023-03-04;24;5104.0
2023-03-05;1;4603.0
2023-03-05;2;4260.0
2023-03-05;3;4148.0
2023-03-05;4;4022.0
2023-03-05;5;3919.0
2023-03-05;6;4020.0
2023-03-05;7;4153.0
2023-03-05;8;4124.0
2023-03-05;9;3842.0
2023-03-05;10;3579.0
2023-03-05;11;3440.0
2023-03-05;12;3242.0
2023-03-05;13;3145.0
2023-03-05;14;3119.0
2023-03-05;15;3041.0
2023-03-05;16;3413.0
2023-03-05;17;4038.0
2023-03-05;18;4638.0
2023-03-05;19;5353.0
2023-03-05;20;5839.0
2023-03-05;21;5862.0
2023-03-05;22;5613.0
2023-03-05;23;5320.0
2023-03-05;24;4935.0
2023-03-06;1;4439.0
2023-03-06;2;4089.0
2023-03-06;3;3985.0
2023-03-06;4;3946.0
2023-03-06;5;3934.0
2023-03-06;6;4093.0
2023-03-06;7;4510.0
2023-03-06;8;4955.0
2023-03-06;9;4391.0
2023-03-06;10;3635.0
2023-03-06;11;2964.0
2023-03-06;12;2649.0
2023-03-06;13;2307.0
2023-03-06;14;2492.0
2023-03-06;15;2581.0
2023-03-06;16;3040.0
2023-03-06;17;3771.0
2023-03-06;18;4679.0
2023-03-06;19;5624.0
2023-03-06;20;6084.0
2023-03-06;21;6047.0
2023-03-06;22;5717.0
2023-03-06;23;5317.0
2023-03-06;24;4925.0
2023-03-07;1;4451.0
2023-03-07;2;4033.0
2023-03-07;3;3912.0
2023-03-07;4;3812.0
2023-03-07;5;3780.0
2023-03-07;6;3901.0
2023-03-07;7;4327.0
2023-03-07;8;4810.0
2023-03-07;9;4830.0
2023-03-07;10;4726.0
2023-03-07;11;4311.0
2023-03-07;12;3886.0
2023-03-07;13;3829.0
2023-03-07;14;3953.0
2023-03-07;15;4023.0
2023-03-07;16;4369.0
2023-03-07;17;4704.0
2023-03-07;18;5179.0
2023-03-07;19;5916.0
2023-03-07;20;6343.0
2023-03-07;21;6270.0
2023-03-07;22;5887.0
2023-03-07;23;5492.0
2023-03-07;24;5045.0
2023-03-08;1;4491.0
2023-03-08;2;4119.0
2023-03-08;3;4008.0
2023-03-08;4;3877.0
2023-03-08;5;3869.0
2023-03-08;6;3996.0
2023-03-08;7;4409.0
2023-03-08;8;4638.0
2023-03-08;9;3951.0
2023-03-08;10;3370.0
2023-03-08;11;2871.0
2023-03-08;12;2676.0
2023-03-08;13;2635.0
2023-03-08;14;2715.0
2023-03-08;15;2742.0
2023-03-08;16;3034.0
2023-03-08;17;3599.0
2023-03-08;18;4434.0
2023-03-08;19;5445.0
2023-03-08;20;6013.0
2023-03-08;21;6024.0
2023-03-08;22;5688.0
2023-03-08;23;5308.0
2023-03-08;24;4865.0
2023-03-09;1;4444.0
2023-03-09;2;4117.0
2023-03-09;3;4022.0
2023-03-09;4;3851.0
2023-03-09;5;3816.0
2023-03-09;6;3882.0
2023-03-09;7;4428.0
2023-03-09;8;4731.0
2023-03-09;9;4260.0
2023-03-09;10;3717.0
2023-03-09;11;3234.0
2023-03-09;12;2851.0
2023-03-09;13;2763.0
2023-03-09;14;2675.0
2023-03-09;15;2730.0
2023-03-09;16;3047.0
2023-03-09;17;3681.0
2023-03-09;18;4604.0
2023-03-09;19;5414.0
2023-03-09;20;5931.0
2023-03-09;21;5948.0
2023-03-09;22;5652.0
2023-03-09;23;5235.0
2023-03-09;24;4834.0
2023-03-10;1;4370.0
2023-03-10;2;4051.0
2023-03-10;3;3899.0
2023-03-10;4;3838.0
2023-03-10;5;3839.0
2023-03-10;6;3957.0
2023-03-10;7;4338.0
2023-03-10;8;4687.0
2023-03-10;9;4524.0
2023-03-10;10;4224.0
2023-03-10;11;3789.0
2023-03-10;12;3481.0
2023-03-10;13;3253.0
2023-03-10;14;3398.0
2023-03-10;15;3576.0
2023-03-10;16;3965.0
2023-03-10;17;4202.0
2023-03-10;18;4578.0
2023-03-10;19;5229.0
2023-03-10;20;5616.0
2023-03-10;21;5524.0
2023-03-10;22;5181.0
2023-03-10;23;4814.0
2023-03-10;24;4491.0
2023-03-11;1;4065.0
2023-03-11;2;3752.0
2023-03-11;3;3650.0
2023-03-11;4;3562.0
2023-03-11;5;3483.0
2023-03-11;6;3523.0
2023-03-11;7;3680.0
2023-03-11;8;3650.0
2023-03-11;9;3086.0
2023-03-11;10;2601.0
2023-03-11;11;2130.0
2023-03-11;12;1931.0
2023-03-11;13;1859.0
2023-03-11;14;2283.0
2023-03-11;15;2978.0
2023-03-11;16;3563.0
2023-03-11;17;3947.0
2023-03-11;18;4446.0
2023-03-11;19;4972.0
2023-03-11;20;5342.0
2023-03-11;21;5267.0
2023-03-11;22;4963.0
2023-03-11;23;4545.0
2023-03-11;24;4292.0
2023-03-12;1;3948.0
2023-03-12;2;3747.0
2023-03-12;3;3658.0
2023-03-12;4;3581.0
2023-03-12;5;3526.0
2023-03-12;6;3573.0
2023-03-12;7;3624.0
2023-03-12;8;3460.0
2023-03-12;9;3178.0
2023-03-12;10;2944.0
2023-03-12;11;2604.0
2023-03-12;12;2577.0
2023-03-12;13;2828.0
2023-03-12;14;2839.0
2023-03-12;15;2581.0
2023-03-12;16;2839.0
2023-03-12;17;3227.0
2023-03-12;18;3944.0
2023-03-12;19;4725.0
2023-03-12;20;5216.0
2023-03-12;21;5227.0
2023-03-12;22;5078.0
2023-03-12;23;4760.0
2023-03-12;24;4324.0
2023-03-13;1;3832.0
2023-03-13;2;3450.0
2023-03-13;3;3418.0
2023-03-13;4;3334.0
2023-03-13;5;3326.0
2023-03-13;6;3531.0
2023-03-13;7;3886.0
2023-03-13;8;4382.0
2023-03-13;9;4089.0
2023-03-13;10;3680.0
2023-03-13;11;3260.0
2023-03-13;12;2896.0
2023-03-13;13;2891.0
2023-03-13;14;2881.0
2023-03-13;15;2810.0
2023-03-13;16;2884.0
2023-03-13;17;3423.0
2023-03-13;18;4359.0
2023-03-13;19;5563.0
2023-03-13;20;6259.0
2023-03-13;21;6277.0
2023-03-13;22;5851.0
2023-03-13;23;5263.0
2023-03-13;24;4758.0
2023-03-14;1;4283.0
2023-03-14;2;3939.0
2023-03-14;3;3904.0
2023-03-14;4;3886.0
2023-03-14;5;3847.0
2023-03-14;6;3980.0
2023-03-14;7;4276.0
2023-03-14;8;4558.0
2023-03-14;9;3830.0
2023-03-14;10;3029.0
2023-03-14;11;2440.0
2023-03-14;12;2070.0
2023-03-14;13;1953.0
2023-03-14;14;1998.0
2023-03-14;15;2024.0
2023-03-14;16;2464.0
2023-03-14;17;3283.0
2023-03-14;18;4448.0
2023-03-14;19;5615.0
2023-03-14;20;6286.0
2023-03-14;21;6324.0
2023-03-14;22;5973.0
2023-03-14;23;5535.0
2023-03-14;24;4998.0
2023-03-15;1;4370.0
2023-03-15;2;3996.0
2023-03-15;3;3947.0
2023-03-15;4;3874.0
2023-03-15;5;3849.0
2023-03-15;6;3935.0
2023-03-15;7;4247.0
2023-03-15;8;4685.0
2023-03-15;9;4823.0
2023-03-15;10;4860.0
2023-03-15;11;4730.0
2023-03-15;12;4534.0
2023-03-15;13;4671.0
2023-03-15;14;4775.0
2023-03-15;15;4503.0
2023-03-15;16;4518.0
2023-03-15;17;4935.0
2023-03-15;18;5211.0
2023-03-15;19;5849.0
2023-03-15;20;6361.0
2023-03-15;21;6336.0
2023-03-15;22;5933.0
2023-03-15;23;5400.0
2023-03-15;24;4954.0
2023-03-16;1;4426.0
2023-03-16;2;4057.0
2023-03-16;3;4037.0
2023-03-16;4;3981.0
2023-03-16;5;3889.0
2023-03-16;6;4020.0
2023-03-16;7;4333.0
2023-03-16;8;4844.0
2023-03-16;9;4870.0
2023-03-16;10;4829.0
2023-03-16;11;4680.0
2023-03-16;12;4598.0
2023-03-16;13;4558.0
2023-03-16;14;4565.0
2023-03-16;15;4713.0
2023-03-16;16;5038.0
2023-03-16;17;5182.0
2023-03-16;18;5447.0
2023-03-16;19;5903.0
2023-03-16;20;6379.0
2023-03-16;21;6339.0
2023-03-16;22;5895.0
2023-03-16;23;5305.0
2023-03-16;24;4906.0
2023-03-17;1;4322.0
2023-03-17;2;3964.0
2023-03-17;3;3890.0
2023-03-17;4;3824.0
2023-03-17;5;3812.0
2023-03-17;6;3955.0
2023-03-17;7;4392.0
2023-03-17;8;5067.0
2023-03-17;9;5329.0
2023-03-17;10;5328.0
2023-03-17;11;5073.0
2023-03-17;12;4716.0
2023-03-17;13;4350.0
2023-03-17;14;4281.0
2023-03-17;15;4427.0
2023-03-17;16;4756.0
2023-03-17;17;5105.0
2023-03-17;18;5533.0
2023-03-17;19;6141.0
2023-03-17;20;6594.0
2023-03-17;21;6465.0
2023-03-17;22;6034.0
2023-03-17;23;5673.0
2023-03-17;24;5239.0
2023-03-18;1;4676.0
2023-03-18;2;4266.0
2023-03-18;3;4161.0
2023-03-18;4;4039.0
2023-03-18;5;3933.0
2023-03-18;6;3988.0
2023-03-18;7;4219.0
2023-03-18;8;4286.0
2023-03-18;9;3910.0
2023-03-18;10;3467.0
2023-03-18;11;3064.0
2023-03-18;12;3084.0
2023-03-18;13;3291.0
2023-03-18;14;3407.0
2023-03-18;15;3306.0
2023-03-18;16;3526.0
2023-03-18;17;4039.0
2023-03-18;18;4855.0
2023-03-18;19;5583.0
2023-03-18;20;6129.0
2023-03-18;21;6025.0
2023-03-18;22;5647.0
2023-03-18;23;5157.0
2023-03-18;24;4805.0
2023-03-19;1;4406.0
2023-03-19;2;4049.0
2023-03-19;3;3918.0
2023-03-19;4;3736.0
2023-03-19;5;3637.0
2023-03-19;6;3707.0
2023-03-19;7;3764.0
2023-03-19;8;3557.0
2023-03-19;9;2777.0
2023-03-19;10;2107.0
2023-03-19;11;1748.0
2023-03-19;12;1612.0
2023-03-19;13;1567.0
2023-03-19;14;1540.0
2023-03-19;15;1521.0
2023-03-19;16;1972.0
2023-03-19;17;2667.0
2023-03-19;18;3692.0
2023-03-19;19;4898.0
2023-03-19;20;5701.0
2023-03-19;21;5773.0
2023-03-19;22;5558.0
2023-03-19;23;5145.0
2023-03-19;24;4843.0
2023-03-20;1;4366.0
2023-03-20;2;3928.0
2023-03-20;3;3841.0
2023-03-20;4;3750.0
2023-03-20;5;3715.0
2023-03-20;6;3781.0
2023-03-20;7;4181.0
2023-03-20;8;4447.0
2023-03-20;9;3837.0
2023-03-20;10;3200.0
2023-03-20;11;2622.0
2023-03-20;12;2127.0
2023-03-20;13;1947.0
2023-03-20;14;1990.0
2023-03-20;15;2257.0
2023-03-20;16;2920.0
2023-03-20;17;3745.0
2023-03-20;18;4626.0
2023-03-20;19;5504.0
2023-03-20;20;6198.0
2023-03-20;21;6292.0
2023-03-20;22;5963.0
2023-03-20;23;5514.0
2023-03-20;24;5067.0
2023-03-21;1;4521.0
2023-03-21;2;4191.0
2023-03-21;3;4118.0
2023-03-21;4;3992.0
2023-03-21;5;3971.0
2023-03-21;6;4100.0
2023-03-21;7;4548.0
2023-03-21;8;5061.0
2023-03-21;9;5052.0
2023-03-21;10;4996.0
2023-03-21;11;4906.0
2023-03-21;12;4791.0
2023-03-21;13;4856.0
2023-03-21;14;4810.0
2023-03-21;15;4858.0
2023-03-21;16;4769.0
2023-03-21;17;4932.0
2023-03-21;18;5468.0
2023-03-21;19;6055.0
2023-03-21;20;6574.0
2023-03-21;21;6533.0
2023-03-21;22;6124.0
2023-03-21;23;5590.0
2023-03-21;24;5114.0
2023-03-22;1;4541.0
2023-03-22;2;4147.0
2023-03-22;3;4057.0
2023-03-22;4;3976.0
2023-03-22;5;3939.0
2023-03-22;6;4030.0
2023-03-22;7;4384.0
2023-03-22;8;4771.0
2023-03-22;9;4577.0
2023-03-22;10;4179.0
2023-03-22;11;3528.0
2023-03-22;12;3243.0
2023-03-22;13;3249.0
2023-03-22;14;3270.0
2023-03-22;15;3424.0
2023-03-22;16;3665.0
2023-03-22;17;3961.0
2023-03-22;18;4553.0
2023-03-22;19;5350.0
2023-03-22;20;6060.0
2023-03-22;21;6148.0
2023-03-22;22;5782.0
2023-03-22;23;5251.0
2023-03-22;24;4751.0
2023-03-23;1;4259.0
2023-03-23;2;3952.0
2023-03-23;3;3840.0
2023-03-23;4;3738.0
2023-03-23;5;3810.0
2023-03-23;6;3987.0
2023-03-23;7;4329.0
2023-03-23;8;4430.0
2023-03-23;9;3832.0
2023-03-23;10;3140.0
2023-03-23;11;2663.0
2023-03-23;12;2421.0
2023-03-23;13;2509.0
2023-03-23;14;2658.0
2023-03-23;15;2782.0
2023-03-23;16;3164.0
2023-03-23;17;3619.0
2023-03-23;18;4386.0
2023-03-23;19;5307.0
2023-03-23;20;5978.0
2023-03-23;21;6086.0
2023-03-23;22;5766.0
2023-03-23;23;5236.0
2023-03-23;24;4735.0
2023-03-24;1;4247.0
2023-03-24;2;3872.0
2023-03-24;3;3779.0
2023-03-24;4;3679.0
2023-03-24;5;3685.0
2023-03-24;6;3804.0
2023-03-24;7;4084.0
2023-03-24;8;4202.0
2023-03-24;9;3624.0
2023-03-24;10;2946.0
2023-03-24;11;2394.0
2023-03-24;12;2054.0
2023-03-24;13;1868.0
2023-03-24;14;1856.0
2023-03-24;15;1878.0
2023-03-24;16;2355.0
2023-03-24;17;2997.0
2023-03-24;18;4040.0
2023-03-24;19;5051.0
2023-03-24;20;5779.0
2023-03-24;21;5856.0
2023-03-24;22;5599.0
2023-03-24;23;5174.0
2023-03-24;24;4703.0
2023-03-25;1;4220.0
2023-03-25;2;3812.0
2023-03-25;3;3706.0
2023-03-25;4;3650.0
2023-03-25;5;3588.0
2023-03-25;6;3602.0
2023-03-25;7;3561.0
2023-03-25;8;3250.0
2023-03-25;9;2502.0
2023-03-25;10;1897.0
2023-03-25;11;1324.0
2023-03-25;12;817.0
2023-03-25;13;740.0
2023-03-25;14;930.0
2023-03-25;15;1034.0
2023-03-25;16;1580.0
2023-03-25;17;2622.0
2023-03-25;18;3488.0
2023-03-25;19;4168.0
2023-03-25;20;4804.0
2023-03-25;21;4887.0
2023-03-25;22;4681.0
2023-03-25;23;4407.0
2023-03-25;24;4182.0
2023-03-26;1;3924.0
2023-03-26;2;3619.0
2023-03-26;3;3516.0
2023-03-26;4;3367.0
2023-03-26;5;3339.0
2023-03-26;6;3485.0
2023-03-26;7;3510.0
2023-03-26;8;3092.0
2023-03-26;9;2243.0
2023-03-26;10;1606.0
2023-03-26;11;1151.0
2023-03-26;12;912.0
2023-03-26;13;774.0
2023-03-26;14;527.0
2023-03-26;15;672.0
2023-03-26;16;1183.0
2023-03-26;17;1998.0
2023-03-26;18;3181.0
2023-03-26;19;4253.0
2023-03-26;20;5013.0
2023-03-26;21;5010.0
2023-03-26;22;4701.0
2023-03-26;23;4318.0
2023-03-26;24;0.0
2023-03-27;1;3941.0
2023-03-27;2;3576.0
2023-03-27;3;3425.0
2023-03-27;4;3366.0
2023-03-27;5;3399.0
2023-03-27;6;3552.0
2023-03-27;7;3907.0
2023-03-27;8;4337.0
2023-03-27;9;4201.0
2023-03-27;10;3460.0
2023-03-27;11;2756.0
2023-03-27;12;2309.0
2023-03-27;13;2105.0
2023-03-27;14;2101.0
2023-03-27;15;2083.0
2023-03-27;16;2296.0
2023-03-27;17;2495.0
2023-03-27;18;3053.0
