Date;Hour;Net Load
2023-01-01;13;2317.0
2023-01-01;14;2110.0
2023-01-01;15;1996.0
2023-01-01;16;2795.0
2023-01-01;17;3706.0
2023-01-01;18;4331.0
2023-01-01;19;4799.0
2023-01-01;20;4906.0
2023-01-01;21;4885.0
2023-01-01;22;4812.0
2023-01-01;23;4534.0
2023-01-01;24;4284.0
2023-01-02;1;3935.0
2023-01-02;2;3627.0
2023-01-02;3;3555.0
2023-01-02;4;3476.0
2023-01-02;5;3443.0
2023-01-02;6;3519.0
2023-01-02;7;3793.0
2023-01-02;8;4205.0
2023-01-02;9;4387.0
2023-01-02;10;3864.0
2023-01-02;11;3283.0
2023-01-02;12;2920.0
2023-01-02;13;2774.0
2023-01-02;14;2848.0
2023-01-02;15;3044.0
2023-01-02;16;3712.0
2023-01-02;17;4740.0
2023-01-02;18;5502.0
2023-01-02;19;6018.0
2023-01-02;20;6076.0
2023-01-02;21;6013.0
2023-01-02;22;5746.0
2023-01-02;23;5361.0
2023-01-02;24;4952.0
2023-01-03;1;4490.0
2023-01-03;2;4145.0
2023-01-03;3;4014.0
2023-01-03;4;3907.0
2023-01-03;5;3828.0
2023-01-03;6;3926.0
2023-01-03;7;4340.0
2023-01-03;8;4867.0
2023-01-03;9;5171.0
2023-01-03;10;4796.0
2023-01-03;11;4212.0
2023-01-03;12;3827.0
2023-01-03;13;3651.0
2023-01-03;14;3754.0
2023-01-03;15;3845.0
2023-01-03;16;4474.0
2023-01-03;17;5351.0
2023-01-03;18;6102.0
2023-01-03;19;6559.0
2023-01-03;20;6642.0
2023-01-03;21;6526.0
2023-01-03;22;6151.0
2023-01-03;23;5686.0
2023-01-03;24;5205.0
2023-01-04;1;4667.0
2023-01-04;2;4242.0
2023-01-04;3;4134.0
2023-01-04;4;4021.0
2023-01-04;5;3967.0
2023-01-04;6;4081.0
2023-01-04;7;4443.0
2023-01-04;8;4996.0
2023-01-04;9;5240.0
2023-01-04;10;4817.0
2023-01-04;11;4099.0
2023-01-04;12;3632.0
2023-01-04;13;3430.0
2023-01-04;14;3378.0
2023-01-04;15;3440.0
2023-01-04;16;4150.0
2023-01-04;17;5039.0
2023-01-04;18;5820.0
2023-01-04;19;6316.0
2023-01-04;20;6358.0
2023-01-04;21;6217.0
2023-01-04;22;5817.0
2023-01-04;23;5376.0
2023-01-04;24;4914.0
2023-01-05;1;4393.0
2023-01-05;2;3967.0
2023-01-05;3;3861.0
2023-01-05;4;3732.0
2023-01-05;5;3699.0
2023-01-05;6;3846.0
2023-01-05;7;4242.0
2023-01-05;8;4847.0
2023-01-05;9;5209.0
2023-01-05;10;4923.0
2023-01-05;11;4334.0
2023-01-05;12;3834.0
2023-01-05;13;3732.0
2023-01-05;14;3760.0
2023-01-05;15;3823.0
2023-01-05;16;4513.0
2023-01-05;17;5335.0
2023-01-05;18;6010.0
2023-01-05;19;6514.0
2023-01-05;20;6508.0
2023-01-05;21;6399.0
2023-01-05;22;5964.0
2023-01-05;23;5482.0
2023-01-05;24;5025.0
2023-01-06;1;4551.0
2023-01-06;2;4146.0
2023-01-06;3;4014.0
2023-01-06;4;3848.0
2023-01-06;5;3732.0
2023-01-06;6;3742.0
2023-01-06;7;3866.0
2023-01-06;8;4057.0
2023-01-06;9;3951.0
2023-01-06;10;3195.0
2023-01-06;11;2540.0
2023-01-06;12;2243.0
2023-01-06;13;2183.0
2023-01-06;14;2204.0
2023-01-06;15;2295.0
2023-01-06;16;3051.0
2023-01-06;17;4120.0
2023-01-06;18;4967.0
2023-01-06;19;5526.0
2023-01-06;20;5601.0
2023-01-06;21;5548.0
2023-01-06;22;5372.0
2023-01-06;23;5039.0
2023-01-06;24;4735.0
2023-01-07;1;4297.0
2023-01-07;2;3952.0
2023-01-07;3;3865.0
2023-01-07;4;3711.0
2023-01-07;5;3634.0
2023-01-07;6;3712.0
2023-01-07;7;3998.0
2023-01-07;8;4324.0
2023-01-07;9;4321.0
2023-01-07;10;3625.0
2023-01-07;11;2970.0
2023-01-07;12;2584.0
2023-01-07;13;2485.0
2023-01-07;14;2593.0
2023-01-07;15;2823.0
2023-01-07;16;3567.0
2023-01-07;17;4642.0
2023-01-07;18;5493.0
2023-01-07;19;6052.0
2023-01-07;20;6104.0
2023-01-07;21;5927.0
2023-01-07;22;5624.0
2023-01-07;23;5243.0
2023-01-07;24;4916.0
2023-01-08;1;4526.0
2023-01-08;2;4159.0
2023-01-08;3;4020.0
2023-01-08;4;3861.0
2023-01-08;5;3741.0
2023-01-08;6;3741.0
2023-01-08;7;3898.0
2023-01-08;8;4021.0
2023-01-08;9;3887.0
2023-01-08;10;3215.0
2023-01-08;11;2649.0
2023-01-08;12;2438.0
2023-01-08;13;2431.0
2023-01-08;14;2478.0
2023-01-08;15;2584.0
2023-01-08;16;3290.0
2023-01-08;17;4400.0
2023-01-08;18;5270.0
2023-01-08;19;5909.0
2023-01-08;20;5999.0
2023-01-08;21;5958.0
2023-01-08;22;5690.0
2023-01-08;23;5315.0
2023-01-08;24;4847.0
2023-01-09;1;4354.0
2023-01-09;2;3962.0
2023-01-09;3;3886.0
2023-01-09;4;3769.0
2023-01-09;5;3716.0
2023-01-09;6;3887.0
2023-01-09;7;4445.0
2023-01-09;8;5236.0
2023-01-09;9;5489.0
2023-01-09;10;5209.0
2023-01-09;11;4608.0
2023-01-09;12;4125.0
2023-01-09;13;3873.0
2023-01-09;14;3955.0
2023-01-09;15;4298.0
2023-01-09;16;4884.0
2023-01-09;17;5448.0
2023-01-09;18;5948.0
2023-01-09;19;6340.0
2023-01-09;20;6388.0
2023-01-09;21;6305.0
2023-01-09;22;5892.0
2023-01-09;23;5257.0
2023-01-09;24;4766.0
2023-01-10;1;4144.0
2023-01-10;2;3734.0
2023-01-10;3;3631.0
2023-01-10;4;3498.0
2023-01-10;5;3452.0
2023-01-10;6;3584.0
2023-01-10;7;4109.0
2023-01-10;8;5047.0
2023-01-10;9;5499.0
2023-01-10;10;5891.0
2023-01-10;11;5950.0
2023-01-10;12;5715.0
2023-01-10;13;5742.0
2023-01-10;14;5632.0
2023-01-10;15;5636.0
2023-01-10;16;5641.0
2023-01-10;17;5904.0
2023-01-10;18;6234.0
2023-01-10;19;6627.0
2023-01-10;20;6712.0
2023-01-10;21;6604.0
2023-01-10;22;6147.0
2023-01-10;23;5568.0
2023-01-10;24;5050.0
2023-01-11;1;4470.0
2023-01-11;2;4034.0
2023-01-11;3;3929.0
2023-01-11;4;3850.0
2023-01-11;5;3818.0
2023-01-11;6;3980.0
2023-01-11;7;4499.0
2023-01-11;8;5355.0
2023-01-11;9;5605.0
2023-01-11;10;5168.0
2023-01-11;11;4552.0
2023-01-11;12;4254.0
2023-01-11;13;4148.0
2023-01-11;14;4209.0
2023-01-11;15;4474.0
2023-01-11;16;5097.0
2023-01-11;17;5733.0
2023-01-11;18;6298.0
2023-01-11;19;6780.0
2023-01-11;20;6867.0
2023-01-11;21;6802.0
2023-01-11;22;6364.0
2023-01-11;23;5787.0
2023-01-11;24;5206.0
2023-01-12;1;4632.0
2023-01-12;2;4262.0
2023-01-12;3;4162.0
2023-01-12;4;4012.0
2023-01-12;5;3930.0
2023-01-12;6;4097.0
2023-01-12;7;4537.0
2023-01-12;8;5379.0
2023-01-12;9;5550.0
2023-01-12;10;5017.0
2023-01-12;11;4358.0
2023-01-12;12;4153.0
2023-01-12;13;4348.0
2023-01-12;14;4691.0
2023-01-12;15;4899.0
2023-01-12;16;5474.0
2023-01-12;17;5950.0
2023-01-12;18;6431.0
2023-01-12;19;6868.0
2023-01-12;20;6937.0
2023-01-12;21;6809.0
2023-01-12;22;6351.0
2023-01-12;23;5740.0
2023-01-12;24;5124.0
2023-01-13;1;4515.0
2023-01-13;2;4122.0
2023-01-13;3;4058.0
2023-01-13;4;3926.0
2023-01-13;5;3847.0
2023-01-13;6;3943.0
2023-01-13;7;4445.0
2023-01-13;8;5235.0
2023-01-13;9;5408.0
2023-01-13;10;4987.0
2023-01-13;11;4300.0
2023-01-13;12;3857.0
2023-01-13;13;3626.0
2023-01-13;14;3579.0
2023-01-13;15;3729.0
2023-01-13;16;4400.0
2023-01-13;17;5332.0
2023-01-13;18;6178.0
2023-01-13;19;6728.0
2023-01-13;20;6811.0
2023-01-13;21;6656.0
2023-01-13;22;6238.0
2023-01-13;23;5709.0
2023-01-13;24;5232.0
2023-01-14;1;4742.0
2023-01-14;2;4341.0
2023-01-14;3;4263.0
2023-01-14;4;4132.0
2023-01-14;5;4029.0
2023-01-14;6;4080.0
2023-01-14;7;4312.0
2023-01-14;8;4681.0
2023-01-14;9;4884.0
2023-01-14;10;4796.0
2023-01-14;11;4442.0
2023-01-14;12;4232.0
2023-01-14;13;4172.0
2023-01-14;14;4388.0
2023-01-14;15;4663.0
2023-01-14;16;5135.0
2023-01-14;17;5554.0
2023-01-14;18;6109.0
2023-01-14;19;6585.0
2023-01-14;20;6592.0
2023-01-14;21;6348.0
2023-01-14;22;5978.0
2023-01-14;23;5520.0
2023-01-14;24;5125.0
2023-01-15;1;4609.0
2023-01-15;2;4195.0
2023-01-15;3;4071.0
2023-01-15;4;3871.0
2023-01-15;5;3738.0
2023-01-15;6;3797.0
2023-01-15;7;3858.0
2023-01-15;8;4046.0
2023-01-15;9;4177.0
2023-01-15;10;4049.0
2023-01-15;11;3954.0
2023-01-15;12;3857.0
2023-01-15;13;3862.0
2023-01-15;14;3718.0
2023-01-15;15;3653.0
2023-01-15;16;4202.0
2023-01-15;17;4872.0
2023-01-15;18;5585.0
2023-01-15;19;6191.0
2023-01-15;20;6316.0
2023-01-15;21;6218.0
2023-01-15;22;5915.0
2023-01-15;23;5474.0
2023-01-15;24;5047.0
2023-01-16;1;4488.0
2023-01-16;2;4109.0
2023-01-16;3;4022.0
2023-01-16;4;3919.0
2023-01-16;5;3855.0
2023-01-16;6;4022.0
2023-01-16;7;4630.0
2023-01-16;8;5492.0
2023-01-16;9;5725.0
2023-01-16;10;5662.0
2023-01-16;11;5189.0
2023-01-16;12;4721.0
2023-01-16;13;4426.0
2023-01-16;14;4614.0
2023-01-16;15;4807.0
2023-01-16;16;5242.0
2023-01-16;17;5680.0
2023-01-16;18;6093.0
2023-01-16;19;6620.0
2023-01-16;20;6678.0
2023-01-16;21;6572.0
2023-01-16;22;6096.0
2023-01-16;23;5464.0
2023-01-16;24;4944.0
2023-01-17;1;4365.0
2023-01-17;2;3886.0
2023-01-17;3;3851.0
2023-01-17;4;3714.0
2023-01-17;5;3672.0
2023-01-17;6;3860.0
2023-01-17;7;4333.0
2023-01-17;8;5054.0
2023-01-17;9;5290.0
2023-01-17;10;5075.0
2023-01-17;11;4848.0
2023-01-17;12;4751.0
2023-01-17;13;4925.0
2023-01-17;14;4985.0
2023-01-17;15;4862.0
2023-01-17;16;5132.0
2023-01-17;17;5464.0
2023-01-17;18;5779.0
2023-01-17;19;6261.0
2023-01-17;20;6258.0
2023-01-17;21;6152.0
2023-01-17;22;5695.0
2023-01-17;23;5161.0
2023-01-17;24;4702.0
2023-01-18;1;4155.0
2023-01-18;2;3772.0
2023-01-18;3;3712.0
2023-01-18;4;3609.0
2023-01-18;5;3535.0
2023-01-18;6;3720.0
2023-01-18;7;4249.0
2023-01-18;8;4918.0
2023-01-18;9;5050.0
2023-01-18;10;4722.0
2023-01-18;11;4263.0
2023-01-18;12;3912.0
2023-01-18;13;3750.0
2023-01-18;14;3681.0
2023-01-18;15;3816.0
2023-01-18;16;4229.0
2023-01-18;17;4781.0
2023-01-18;18;5333.0
2023-01-18;19;5826.0
2023-01-18;20;5913.0
2023-01-18;21;5823.0
2023-01-18;22;5413.0
2023-01-18;23;4897.0
2023-01-18;24;4544.0
2023-01-19;1;3972.0
2023-01-19;2;3606.0
2023-01-19;3;3610.0
2023-01-19;4;3510.0
2023-01-19;5;3483.0
2023-01-19;6;3627.0
2023-01-19;7;4100.0
2023-01-19;8;4844.0
2023-01-19;9;4827.0
2023-01-19;10;4243.0
2023-01-19;11;3605.0
2023-01-19;12;3303.0
2023-01-19;13;3175.0
2023-01-19;14;3159.0
2023-01-19;15;3322.0
2023-01-19;16;4001.0
2023-01-19;17;4618.0
2023-01-19;18;5230.0
2023-01-19;19;5803.0
2023-01-19;20;5855.0
2023-01-19;21;5861.0
2023-01-19;22;5431.0
2023-01-19;23;4893.0
2023-01-19;24;4574.0
2023-01-20;1;4095.0
2023-01-20;2;3751.0
2023-01-20;3;3697.0
2023-01-20;4;3627.0
2023-01-20;5;3474.0
2023-01-20;6;3630.0
2023-01-20;7;4144.0
2023-01-20;8;4841.0
2023-01-20;9;5237.0
2023-01-20;10;5397.0
2023-01-20;11;4863.0
2023-01-20;12;4455.0
2023-01-20;13;3898.0
2023-01-20;14;3698.0
2023-01-20;15;3586.0
2023-01-20;16;4093.0
2023-01-20;17;4791.0
2023-01-20;18;5555.0
2023-01-20;19;6132.0
2023-01-20;20;6202.0
2023-01-20;21;6117.0
2023-01-20;22;5647.0
2023-01-20;23;5184.0
2023-01-20;24;4898.0
2023-01-21;1;4422.0
2023-01-21;2;4018.0
2023-01-21;3;3870.0
2023-01-21;4;3615.0
2023-01-21;5;3527.0
2023-01-21;6;3598.0
2023-01-21;7;3873.0
2023-01-21;8;4225.0
2023-01-21;9;4507.0
2023-01-21;10;4606.0
2023-01-21;11;4664.0
2023-01-21;12;4591.0
2023-01-21;13;4552.0
2023-01-21;14;4543.0
2023-01-21;15;4399.0
2023-01-21;16;4761.0
2023-01-21;17;5016.0
2023-01-21;18;5377.0
2023-01-21;19;5952.0
2023-01-21;20;5951.0
2023-01-21;21;5782.0
2023-01-21;22;5379.0
2023-01-21;23;4969.0
2023-01-21;24;4697.0
2023-01-22;1;4265.0
2023-01-22;2;4001.0
2023-01-22;3;3924.0
2023-01-22;4;3757.0
2023-01-22;5;3706.0
2023-01-22;6;3818.0
2023-01-22;7;4006.0
2023-01-22;8;4212.0
2023-01-22;9;4065.0
2023-01-22;10;3471.0
2023-01-22;11;3004.0
2023-01-22;12;2735.0
2023-01-22;13;2727.0
2023-01-22;14;2826.0
2023-01-22;15;2757.0
2023-01-22;16;3343.0
2023-01-22;17;4246.0
2023-01-22;18;4971.0
2023-01-22;19;5530.0
2023-01-22;20;5740.0
2023-01-22;21;5676.0
2023-01-22;22;5428.0
2023-01-22;23;4988.0
2023-01-22;24;4538.0
2023-01-23;1;4071.0
2023-01-23;2;3718.0
2023-01-23;3;3627.0
2023-01-23;4;3533.0
2023-01-23;5;3517.0
2023-01-23;6;3721.0
2023-01-23;7;4271.0
2023-01-23;8;5063.0
2023-01-23;9;5297.0
2023-01-23;10;5091.0
2023-01-23;11;4772.0
2023-01-23;12;4658.0
2023-01-23;13;4581.0
2023-01-23;14;4710.0
2023-01-23;15;4838.0
2023-01-23;16;5108.0
2023-01-23;17;5374.0
2023-01-23;18;5695.0
2023-01-23;19;6204.0
2023-01-23;20;6322.0
2023-01-23;21;6266.0
2023-01-23;22;5933.0
2023-01-23;23;5420.0
2023-01-23;24;5019.0
2023-01-24;1;4550.0
2023-01-24;2;4180.0
2023-01-24;3;4192.0
2023-01-24;4;4046.0
2023-01-24;5;4045.0
2023-01-24;6;4198.0
2023-01-24;7;4706.0
2023-01-24;8;5442.0
2023-01-24;9;5805.0
2023-01-24;10;5643.0
2023-01-24;11;5157.0
2023-01-24;12;4861.0
2023-01-24;13;4686.0
2023-01-24;14;4624.0
2023-01-24;15;4592.0
2023-01-24;16;4940.0
2023-01-24;17;5369.0
2023-01-24;18;5836.0
2023-01-24;19;6383.0
2023-01-24;20;6555.0
2023-01-24;21;6425.0
2023-01-24;22;5976.0
2023-01-24;23;5527.0
2023-01-24;24;5080.0
2023-01-25;1;4501.0
2023-01-25;2;4058.0
2023-01-25;3;3973.0
2023-01-25;4;3862.0
2023-01-25;5;3777.0
2023-01-25;6;3973.0
2023-01-25;7;4508.0
2023-01-25;8;5241.0
2023-01-25;9;5766.0
2023-01-25;10;6063.0
2023-01-25;11;6226.0
2023-01-25;12;6253.0
2023-01-25;13;6289.0
2023-01-25;14;6278.0
2023-01-25;15;6165.0
2023-01-25;16;6314.0
2023-01-25;17;6300.0
2023-01-25;18;6373.0
2023-01-25;19;6729.0
2023-01-25;20;6798.0
2023-01-25;21;6665.0
2023-01-25;22;6242.0
2023-01-25;23;5737.0
2023-01-25;24;5296.0
2023-01-26;1;4712.0
2023-01-26;2;4342.0
2023-01-26;3;4268.0
2023-01-26;4;4143.0
2023-01-26;5;4062.0
2023-01-26;6;4289.0
2023-01-26;7;4789.0
2023-01-26;8;5537.0
2023-01-26;9;6101.0
2023-01-26;10;6603.0
2023-01-26;11;6636.0
2023-01-26;12;6749.0
2023-01-26;13;6823.0
2023-01-26;14;6699.0
2023-01-26;15;6574.0
2023-01-26;16;6540.0
2023-01-26;17;6548.0
2023-01-26;18;6582.0
2023-01-26;19;7024.0
2023-01-26;20;7081.0
2023-01-26;21;6904.0
2023-01-26;22;6402.0
2023-01-26;23;5920.0
2023-01-26;24;5361.0
2023-01-27;1;4827.0
2023-01-27;2;4426.0
2023-01-27;3;4322.0
2023-01-27;4;4223.0
2023-01-27;5;4200.0
2023-01-27;6;4387.0
2023-01-27;7;4897.0
2023-01-27;8;5738.0
2023-01-27;9;6182.0
2023-01-27;10;6500.0
2023-01-27;11;6218.0
2023-01-27;12;5714.0
2023-01-27;13;5229.0
2023-01-27;14;5091.0
2023-01-27;15;5024.0
2023-01-27;16;5410.0
2023-01-27;17;5755.0
2023-01-27;18;6211.0
2023-01-27;19;6776.0
2023-01-27;20;6868.0
2023-01-27;21;6761.0
2023-01-27;22;6307.0
2023-01-27;23;5894.0
2023-01-27;24;5471.0
2023-01-28;1;4948.0
2023-01-28;2;4448.0
2023-01-28;3;4318.0
2023-01-28;4;4154.0
2023-01-28;5;4059.0
2023-01-28;6;4106.0
2023-01-28;7;4377.0
2023-01-28;8;4710.0
2023-01-28;9;4802.0
2023-01-28;10;4350.0
2023-01-28;11;3866.0
2023-01-28;12;3611.0
2023-01-28;13;3472.0
2023-01-28;14;3553.0
2023-01-28;15;3687.0
2023-01-28;16;4204.0
2023-01-28;17;4997.0
2023-01-28;18;5815.0
2023-01-28;19;6481.0
2023-01-28;20;6590.0
2023-01-28;21;6419.0
2023-01-28;22;6052.0
2023-01-28;23;5559.0
2023-01-28;24;5141.0
2023-01-29;1;4659.0
2023-01-29;2;4274.0
2023-01-29;3;4161.0
2023-01-29;4;4036.0
2023-01-29;5;3859.0
2023-01-29;6;3888.0
2023-01-29;7;4028.0
2023-01-29;8;4145.0
2023-01-29;9;4230.0
2023-01-29;10;4130.0
2023-01-29;11;4052.0
2023-01-29;12;3937.0
2023-01-29;13;3994.0
2023-01-29;14;4029.0
2023-01-29;15;3938.0
2023-01-29;16;4435.0
2023-01-29;17;5032.0
2023-01-29;18;5500.0
2023-01-29;19;6100.0
2023-01-29;20;6246.0
2023-01-29;21;6156.0
2023-01-29;22;5853.0
2023-01-29;23;5438.0
2023-01-29;24;5007.0
2023-01-30;1;4519.0
2023-01-30;2;4087.0
2023-01-30;3;3983.0
2023-01-30;4;3889.0
2023-01-30;5;3854.0
2023-01-30;6;4039.0
2023-01-30;7;4645.0
2023-01-30;8;5552.0
2023-01-30;9;5912.0
2023-01-30;10;5653.0
2023-01-30;11;4916.0
2023-01-30;12;4540.0
2023-01-30;13;4570.0
2023-01-30;14;4793.0
2023-01-30;15;4939.0
2023-01-30;16;5370.0
2023-01-30;17;5812.0
2023-01-30;18;6392.0
2023-01-30;19;7009.0
2023-01-30;20;7166.0
2023-01-30;21;7099.0
2023-01-30;22;6635.0
2023-01-30;23;6058.0
2023-01-30;24;5554.0
2023-02-01;1;4902.0
2023-02-01;2;4429.0
2023-02-01;3;4267.0
2023-02-01;4;4129.0
2023-02-01;5;4176.0
2023-02-01;6;4367.0
2023-02-01;7;4915.0
2023-02-01;8;5847.0
2023-02-01;9;5804.0
2023-02-01;10;5039.0
2023-02-01;11;4447.0
2023-02-01;12;4049.0
2023-02-01;13;3716.0
2023-02-01;14;3635.0
2023-02-01;15;3599.0
2023-02-01;16;4255.0
2023-02-01;17;5210.0
2023-02-01;18;6330.0
2023-02-01;19;7147.0
2023-02-01;20;7390.0
2023-02-01;21;7320.0
2023-02-01;22;6872.0
2023-02-01;23;6310.0
2023-02-01;24;5753.0
2023-02-02;1;5109.0
2023-02-02;2;4640.0
2023-02-02;3;4567.0
2023-02-02;4;4461.0
2023-02-02;5;4393.0
2023-02-02;6;4531.0
2023-02-02;7;5110.0
2023-02-02;8;5842.0
2023-02-02;9;5770.0
2023-02-02;10;5020.0
2023-02-02;11;4316.0
2023-02-02;12;3804.0
2023-02-02;13;3585.0
2023-02-02;14;3638.0
2023-02-02;15;3788.0
2023-02-02;16;4337.0
2023-02-02;17;5123.0
2023-02-02;18;6121.0
2023-02-02;19;6929.0
2023-02-02;20;7085.0
2023-02-02;21;7000.0
2023-02-02;22;6578.0
2023-02-02;23;5973.0
2023-02-02;24;5348.0
2023-02-03;1;4864.0
2023-02-03;2;4470.0
2023-02-03;3;4373.0
2023-02-03;4;4296.0
2023-02-03;5;4259.0
2023-02-03;6;4410.0
2023-02-03;7;4875.0
2023-02-03;8;5659.0
2023-02-03;9;5910.0
2023-02-03;10;5522.0
2023-02-03;11;4593.0
2023-02-03;12;3920.0
2023-02-03;13;3920.0
2023-02-03;14;3830.0
2023-02-03;15;3757.0
2023-02-03;16;4164.0
2023-02-03;17;4955.0
2023-02-03;18;6170.0
2023-02-03;19;7013.0
2023-02-03;20;7196.0
2023-02-03;21;7080.0
2023-02-03;22;6640.0
2023-02-03;23;6081.0
2023-02-03;24;5549.0
2023-02-04;1;5136.0
2023-02-04;2;4630.0
2023-02-04;3;4472.0
2023-02-04;4;4355.0
2023-02-04;5;4270.0
2023-02-04;6;4279.0
2023-02-04;7;4588.0
2023-02-04;8;4906.0
2023-02-04;9;5264.0
2023-02-04;10;5348.0
2023-02-04;11;5100.0
2023-02-04;12;4482.0
2023-02-04;13;4224.0
2023-02-04;14;4224.0
2023-02-04;15;4471.0
2023-02-04;16;4972.0
2023-02-04;17;5462.0
2023-02-04;18;6038.0
2023-02-04;19;6593.0
2023-02-04;20;6715.0
2023-02-04;21;6517.0
2023-02-04;22;6168.0
2023-02-04;23;5655.0
2023-02-04;24;5294.0
2023-02-05;1;4795.0
2023-02-05;2;4421.0
2023-02-05;3;4276.0
2023-02-05;4;4073.0
2023-02-05;5;3971.0
2023-02-05;6;3953.0
2023-02-05;7;4171.0
2023-02-05;8;4395.0
2023-02-05;9;4684.0
2023-02-05;10;5016.0
2023-02-05;11;5369.0
2023-02-05;12;5642.0
2023-02-05;13;5758.0
2023-02-05;14;5754.0
2023-02-05;15;5310.0
2023-02-05;16;5531.0
2023-02-05;17;5872.0
2023-02-05;18;6110.0
2023-02-05;19;6623.0
2023-02-05;20;6807.0
2023-02-05;21;6726.0
2023-02-05;22;6383.0
2023-02-05;23;6035.0
2023-02-05;24;5607.0
2023-02-06;1;5028.0
2023-02-06;2;4594.0
2023-02-06;3;4492.0
2023-02-06;4;4347.0
2023-02-06;5;4318.0
2023-02-06;6;4444.0
2023-02-06;7;4895.0
2023-02-06;8;5603.0
2023-02-06;9;6173.0
2023-02-06;10;6005.0
2023-02-06;11;5348.0
2023-02-06;12;4842.0
2023-02-06;13;4613.0
2023-02-06;14;4623.0
2023-02-06;15;4726.0
2023-02-06;16;5270.0
2023-02-06;17;5960.0
2023-02-06;18;6663.0
2023-02-06;19;7362.0
2023-02-06;20;7577.0
2023-02-06;21;7455.0
2023-02-06;22;6895.0
2023-02-06;23;6363.0
2023-02-06;24;5847.0
2023-02-07;1;5212.0
2023-02-07;2;4696.0
2023-02-07;3;4617.0
2023-02-07;4;4540.0
2023-02-07;5;4423.0
2023-02-07;6;4652.0
2023-02-07;7;5089.0
2023-02-07;8;5937.0
2023-02-07;9;6478.0
2023-02-07;10;6794.0
2023-02-07;11;6459.0
2023-02-07;12;6037.0
2023-02-07;13;5799.0
2023-02-07;14;5661.0
2023-02-07;15;5646.0
2023-02-07;16;6166.0
2023-02-07;17;6774.0
2023-02-07;18;7311.0
2023-02-07;19;7906.0
2023-02-07;20;8080.0
2023-02-07;21;7889.0
2023-02-07;22;7236.0
2023-02-07;23;6600.0
2023-02-07;24;6003.0
2023-02-08;1;5316.0
2023-02-08;2;4810.0
2023-02-08;3;4721.0
2023-02-08;4;4603.0
2023-02-08;5;4503.0
2023-02-08;6;4688.0
2023-02-08;7;5279.0
2023-02-08;8;6141.0
2023-02-08;9;6474.0
2023-02-08;10;6294.0
2023-02-08;11;5907.0
2023-02-08;12;5580.0
2023-02-08;13;5328.0
2023-02-08;14;5329.0
2023-02-08;15;5469.0
2023-02-08;16;5978.0
2023-02-08;17;6584.0
2023-02-08;18;7194.0
2023-02-08;19;7844.0
2023-02-08;20;7983.0
2023-02-08;21;7844.0
2023-02-08;22;7344.0
2023-02-08;23;6956.0
2023-02-08;24;6323.0
2023-02-09;1;5638.0
2023-02-09;2;5108.0
2023-02-09;3;4974.0
2023-02-09;4;4859.0
2023-02-09;5;4748.0
2023-02-09;6;4903.0
2023-02-09;7;5544.0
2023-02-09;8;6383.0
2023-02-09;9;6878.0
2023-02-09;10;6952.0
2023-02-09;11;6724.0
2023-02-09;12;6440.0
2023-02-09;13;6176.0
2023-02-09;14;6031.0
2023-02-09;15;5950.0
2023-02-09;16;6387.0
2023-02-09;17;6847.0
2023-02-09;18;7403.0
2023-02-09;19;8128.0
2023-02-09;20;8300.0
2023-02-09;21;8040.0
2023-02-09;22;7528.0
2023-02-09;23;6871.0
2023-02-09;24;6270.0
2023-02-10;1;5553.0
2023-02-10;2;5007.0
2023-02-10;3;4886.0
2023-02-10;4;4782.0
2023-02-10;5;4781.0
2023-02-10;6;4952.0
2023-02-10;7;5454.0
2023-02-10;8;6318.0
2023-02-10;9;6506.0
2023-02-10;10;6432.0
2023-02-10;11;6140.0
2023-02-10;12;5892.0
2023-02-10;13;5741.0
2023-02-10;14;5682.0
2023-02-10;15;5690.0
2023-02-10;16;6062.0
2023-02-10;17;6642.0
2023-02-10;18;7162.0
2023-02-10;19;7742.0
2023-02-10;20;7776.0
2023-02-10;21;7623.0
2023-02-10;22;7048.0
2023-02-10;23;6430.0
2023-02-10;24;5918.0
2023-02-11;1;5295.0
2023-02-11;2;4793.0
2023-02-11;3;4756.0
2023-02-11;4;4594.0
2023-02-11;5;4478.0
2023-02-11;6;4529.0
2023-02-11;7;4770.0
2023-02-11;8;5089.0
2023-02-11;9;5068.0
2023-02-11;10;4735.0
2023-02-11;11;4354.0
2023-02-11;12;3996.0
2023-02-11;13;3874.0
2023-02-11;14;3949.0
2023-02-11;15;3891.0
2023-02-11;16;4342.0
2023-02-11;17;5196.0
2023-02-11;18;6228.0
2023-02-11;19;7111.0
2023-02-11;20;7382.0
2023-02-11;21;7134.0
2023-02-11;22;6737.0
2023-02-11;23;6244.0
2023-02-11;24;5842.0
2023-02-12;1;5354.0
2023-02-12;2;4905.0
2023-02-12;3;4734.0
2023-02-12;4;4629.0
2023-02-12;5;4441.0
2023-02-12;6;4440.0
2023-02-12;7;4620.0
2023-02-12;8;4822.0
2023-02-12;9;4495.0
2023-02-12;10;3958.0
2023-02-12;11;3681.0
2023-02-12;12;3514.0
2023-02-12;13;3535.0
2023-02-12;14;3580.0
2023-02-12;15;3545.0
2023-02-12;16;4083.0
2023-02-12;17;4789.0
2023-02-12;18;5580.0
2023-02-12;19;6377.0
2023-02-12;20;6665.0
2023-02-12;21;6577.0
2023-02-12;22;6410.0
2023-02-12;23;5902.0
2023-02-12;24;5393.0
2023-02-13;1;4728.0
2023-02-13;2;4257.0
2023-02-13;3;4168.0
